Company Name,ISIN,Target Qualification,Country,Region,Sector,Status,Date Committed / Target published,About
Kellogg Company,US4878361082,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Dec 2015,Multinational food manufacturing company Kellogg Company commits to a 15% reduction in emissions intensity (tonne of CO2e per tonne of food produced) by 2020 from a 2015 base-year (scopes 1 &amp; 2). Kellogg commits to reduce absolute value chain emissions by 20% from 2015-2030 (scope 3). Kellogg also has a long-term target of a 65% absolute reduction in emissions by 2050 from a 2015 base-year (scopes 1 &amp; 2) and to reduce absolute value chain emissions by 50% from 2015-2050 (scope 3). Read the Kellogg Case Study.
Kering,FR0000121485,Well-below 2C,France,Europe,"Textiles, Apparel, Luxury Goods",Targets Set,Dec 2016,"Luxury goods holding company Kering commits to reduce scope 1, scope 2 and scope 3 emissions from upstream transportation and distribution, business air travel and fuel and energy related emissions 50% per unit of value added by 2025 from a 2015 base-year. In addition, the company commits to reduce scope 3 emissions from purchased goods and services 40% per unit of value added within the same timeframe. This is part of their overall goal to reduce environmental impacts upstream, such as air emissions, water use, water pollution, land use change and waste"
Kesko Corporation,FI0009000202,2C,Finland,Europe,Food and Staples Retailing,Targets Set,Jun 2017,"Finnish retailing conglomerate Kesko commits to reduce scope 1 and 2 GHG emissions 18% by 2025, using a 2015 base-year. Kesko also commits that 90% of its key suppliers by spend will set GHG reduction targets by 2025."
Kingfisher,GB0033195214,2C,United Kingdom (UK),Europe,Retailing,Targets Set,Feb 2019,British multinational retailing company Kingfisher commits to reduce absolute scope 1 and 2 GHG emissions 22% by 2025 from a 2016 base year. Kingfisher also commits to reduce scope 3 GHG emissions from purchased goods and services and use of sold products 40% per £million turnover by 2025 from a 2017 base year.* *The target boundary includes biogenic emissions and removals associated with the use of bioenergy.
Kirin Holdings Co Ltd,JP3258000003,2C,Japan,Asia,Food and Beverage Processing,Targets Set,Mar 2017,Integrated beverages company Kirin Holdings commits to reduce absolute Scope 1 and 2 GHG emissions by 30% by 2030 from a 2015 base-year. Kirin Holdings also commits to reduce Scope 3 GHG emissions by 30% within the same timeframe.
Kiwi Property Group,NZKIPE0001S5,,New Zealand,Oceania,Real Estate,Committed,Mar 2017,
KLP,NO0010780539,,Norway,Europe,"Banks, Diverse Financials and Insurance",Committed,Apr 2016,
Komatsu Ltd.,JP3304200003,2C,Japan,Asia,Electrical Equipment and Machinery,Targets Set,Apr 2017,"Japanese multinational corporation that manufactures construction, mining, and military equipment Komatsu commits to reduce its scope 1 and 2 emissions per unit of production 49% by 2030, from a 2010 base year. Komatsu also commits to reduce its absolute scope 3 emissions 46% by 2030, from a 2012 base year."
"Konica Minolta, Inc.",JP3300600008,2C,Japan,Asia,Technology Hardware and Equipment,Targets Set,Mar 2017,"Japanese technology company Konica Minolta commits to reduce absolute greenhouse gas emissions from across its value chain (scopes 1, 2 and 3) 60% by 2030, from 2005 levels. The scope 3 reductions cover purchased goods and services, upstream transportation and distribution, and the use of sold products."
Koninklijke KPN NV (Royal KPN),NL0000009082,1.5C,Netherlands,Europe,Telecommunications,Targets Set,Apr 2017,"Dutch telecommunications company, Royal KPN commits to reduce scope 1 &amp; 2 greenhouse gas emissions 100% by 2030 from a 2010 base-year. The long-term target of the company is to maintain yearly zero emissions from 2030 to 2050. In addition, KPN will reduce its scope 3 emissions 20% by 2025 and 50% by 2040, from a 2014 base-year"
Krones AG,DE0006335003,,Germany,Europe,Electrical Equipment and Machinery,Committed,Apr 2016,
Landsec,GB00BYW0PQ60,1.5C,United Kingdom (UK),Europe,Real Estate,Targets Set,Dec 2016,"UK based commercial property development and investment company Landsec  commits to reduce absolute GHG emissions 70% by 2030 from a 2014 base year (scope 1, scope 2 and a portion of scope 3 emissions from downstream leased assets). Read the Landsec Case Study.

&nbsp;"
Legrand,FR0010307819,2C,France,Europe,Electrical Equipment and Machinery,Targets Set,Jul 2018,French industrial group LEGRAND commits to reduce Scope 1 GHG absolute emissions 15% and Scope 2 GHG absolute emissions 36% by 2030 from a 2016 base-year.  The company also commits that suppliers of raw materials will have science-based GHG reduction targets by 2030. This commitment covers 75% of Legrand’s total Scope 3 emissions.
"CenturyLink, Inc",US52729N3089,Well-below 2C,United States of America (USA),North America,Telecommunications,Targets Set,Jul 2017,American multinational telecommunications and Internet service provider CenturyLink Inc commits to reduce absolute scope 1 and 2 GHG emissions 18% by 2025 from a 2018 base year. CenturyLink Inc also commits to reduce absolute scope 3 GHG emissions 10% within the same timeframe.
London Stock Exchange,GB00B0SWJX34,,United Kingdom (UK),Europe,"Banks, Diverse Financials and Insurance",Committed,Apr 2017,
L'Oréal,FR0000120321,1.5C,France,Europe,Consumer Products and Durables,Targets Set,Apr 2018,"French multinational cosmetics company L’Oréal commits to reduce its absolute scope 1, 2 and 3 greenhouse gas emissions 25% by 2030, from a 2016 base year. In support of this goal, L’Oréal will reduce absolute scope 1 and 2 emissions at its operated sites 100% by 2025, from a 2016 base year."
LOTTE Chemical Corporation,KR7011170008,,South Korea,Asia,Chemicals,Committed,Apr 2017,
Lundbeck A/S,DK0010287234,1.5C,Denmark,Europe,Pharmaceuticals and Biotech,Targets Set,Aug 2016,Multinational pharmaceutical company Lundbeck A/S commits to reduce absolute Scope 1 and 2 GHG emissions by 45% between 2010 and 2020. The 10-year target is supported by an annual 4% absolute reduction target covering total Scope 1 and 2 emissions.
Mahindra Sanyo Special Steel,JP3342000001,2C,India,Asia,"Mining - Metals (Iron, Aluminium, Other Metals)",Targets Set,Apr 2018,"Indian steel manufacturer Mahindra Sanyo Special Steel commits to reducing Scope 1&amp;2 emissions per tonne of steel produced 35% by 2030, against a 2016 base-year. Mahindra Sanyo also commits to reducing Scope 3 emissions per tonne of steel produced by 35% by 2030 against a 2016 base-year."
Manni Group SpA,,,Italy,Europe,"Mining - Metals (Iron, Aluminium, Other Metals)",Committed,Mar 2017,
Mars,,1.5C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Sep 2017,"Global food and beverage manufacturer Mars, Incorporated commits to reduce absolute scope 1, 2 and 3 GHG emissions 27% by 2025 and 67% by 2050 from a 2015 base-year. Within that goal the company commits to reduce scope 1 and 2 emissions 42% by 2025 and 100% by 2040."
"MetLife, Inc.",US59156R1086,,United States of America (USA),North America,"Banks, Diverse Financials and Insurance",Committed,Apr 2016,
Metro AG,DE0007257503,Well-below 2C,Germany,Europe,Food and Staples Retailing,Targets Set,Aug 2019,German multinational wholesale/cash and carry group METRO AG commits to reduce scope 1 and 2 GHG emissions 60% per square meter selling and delivery space by 2030 from a 2011 base year. METRO AG also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.
Metsä Board Corporation,FI0009000665,1.5C,Finland,Europe,Forest and Paper Products,Targets Set,Dec 2019,"European paperboard producer Metsä Board commits to reduce absolute Scope 1 and 2 GHG emissions 100% by 2030 from a 2016 base year . Metsä Board commits that 70% of its non-fibre suppliers and downstream transportation suppliers by spend will set science based targets by 2024.

*The target boundary includes bioenergy emissions and removals from biogenic sources"
Morgan Sindall Group plc,GB0008085614,2C,United Kingdom (UK),Europe,Construction and Engineering,Targets Set,Sep 2018,"Morgan Sindall commits to reduce its absolute scope 1 and 2 GHG emissions 11% by 2025, using a 2016 base year. Morgan Sindall also commits to reduce absolute scope 3 emissions by 9% by 2023, using a 2016 base year, and to drive additional scope 3 reductions by requiring sub-contractors representing 70% of spend to set SBTs by 2025."
"MS&AD Insurance Group Holdings, Inc.",JP3890310000,,Japan,Asia,"Banks, Diverse Financials and Insurance",Committed,Apr 2016,
Muntons,,Well-below 2C,United Kingdom (UK),Europe,Food and Beverage Processing,Targets Set,Aug 2017,"Food and beverage processing company Muntons commits to reduce scope 1 and 2 emissions 45% by 2025, using a 2010 base year."
MVV Energie AG,DE000A0H52F5,,Germany,Europe,Electric Utilities and Energy Related,Committed,Jul 2015,
Nabtesco Corporation,JP3651210001,2C,Japan,Asia,Electrical Equipment and Machinery,Targets Set,Jul 2017,"Japan-based industrial machinery manufacturer Nabtesco Corporation commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2015 base-year, and by 80% from 2015 to 2050. To reduce Scope 3 emissions, Nabtesco Corporation commits to have the top 70% of suppliers in terms of total purchase value set their own GHG reduction targets by 2025, towards the aim that these suppliers adopt science-based GHG reduction targets by 2030."
National Grid PLC,GB00B08SNH34,,United Kingdom (UK),Europe,Gas Utilities,Committed,Sep 2015,
Natura Cosméticos SA,BRNATUACNOR6,,Brazil,Latin America,Consumer Products and Durables,Committed,Nov 2015,
Nestlé,CH0038863350,2C,Switzerland,Europe,Food and Beverage Processing,Targets Set,Feb 2017,"Global food and beverage company Nestlé commits to reduce absolute Scope 1 and 2 GHG emissions by 12% between 2014 and 2020, ensuring a reduction in emissions per tonne of product of at least 35% between 2010 and 2020. Nestlé will also work to reduce Scope 3 GHG emissions by 8% between 2014 and 2020."
NH Hotel Group,ES0161560018,2C,Spain,Europe,Hospitality,Targets Set,Sep 2019,"A global hospitality management group, NH Hotel Group commits to reduce absolute scope 1, 2, and 3 GHG emissions 20% by 2030 from a 2018 base year."
"Nissan Motor Co., Ltd.",JP3672400003,,Japan,Asia,Automobiles and Components,Committed,Jun 2015,
Nokia Oyj,FI0009000681,Well-below 2C,Finland,Europe,Technology Hardware and Equipment,Targets Set,Jun 2017,"Finnish multinational communications, information technology and consumer electronics company Nokia commits to reduce absolute scope 1 and 2 GHG emissions by 41 % below 2014 levels by 2030. Nokia also commits to reduce absolute scope 3 GHG emissions by 75% between 2014 and 2030."
"Nomura Research Institute, Ltd.",JP3762800005,Well-below 2C,Japan,Asia,Software and Services,Targets Set,Sep 2018,Nomura Research Institute commits to reduce absolute Scopes 1 and 2 GHG emissions 55% by 2030 from a 2013 base-year. Nomura Research Institute also commits to reduce absolute Scope 3 emissions from business travel and employee commuting 25% by 2030 from a 2013 base- year and that 70% of suppliers and vendors by emissions will set science-based targets by 2023.
Novartis,CH0012005267,1.5C,Switzerland,Europe,Pharmaceuticals and Biotech,Targets Set,Jul 2019,"Swiss multinational pharmaceutical company Novartis commits to reduce absolute scope 1, 2 and 3 GHG emissions 35% by 2030 from a 2016 base-year."
Novo Nordisk A/S,DK0060534915,1.5C,Denmark,Europe,Pharmaceuticals and Biotech,Targets Set,May 2018,"Danish multinational pharmaceutical company Novo Nordisk A/S commits to reduce scope 1 and 2 emissions 100% by 2030 from a 2018 base-year. Also, the company commits that key suppliers (300 suppliers representing 2/3 of scope 3 emissions) will have GHG reduction targets by 2030."
